"site","plot","municipality","lv03_x_min","lv03_y_min","lv03_x_max","lv03_y_max","altitude","landuse","parameter","date","refPeriod","survey","measurement","unit"
"96","1","Gudo",114000.0,714000.0,116000.0,716000.0,265.0,"Rebbau","Blei","1999-03-24T00:00:00","1999+01:00",3,24.92,"mg/kg TS"
"96","1","Gudo",114000.0,714000.0,116000.0,716000.0,265.0,"Rebbau","Kobalt","1999-03-24T00:00:00","1999+01:00",3,3.4,"mg/kg TS"
"43","1","Orbe",176000.0,526000.0,178000.0,528000.0,622.0,"Laubwald","Blei","1999-03-31T00:00:00","1999+01:00",3,14.41,"mg/kg TS"
"43","1","Orbe",176000.0,526000.0,178000.0,528000.0,622.0,"Laubwald","Kobalt","1999-03-31T00:00:00","1999+01:00",3,2.86,"mg/kg TS"
"102","1","Vouvry",130000.0,558000.0,132000.0,560000.0,379.0,"Ackerbau","Kobalt","1999-04-26T00:00:00","1999+01:00",3,6.17,"mg/kg TS"
"99","1","Visp",126000.0,632000.0,128000.0,634000.0,830.0,"Nadelwald","Blei","1999-06-01T00:00:00","1999+01:00",3,26.02,"mg/kg TS"
"50","1","Realp",156000.0,680000.0,158000.0,682000.0,2120.0,"Grasland, extensiv","Kobalt","1999-07-07T00:00:00","1999+01:00",3,1.19,"mg/kg TS"
"47","1","Davos",186000.0,784000.0,188000.0,786000.0,1655.0,"Nadelwald","Kobalt","1999-08-03T00:00:00","1999+01:00",3,1.3,"mg/kg TS"
"34","1","Elm",198000.0,728000.0,200000.0,730000.0,1880.0,"Grasland, extensiv","Blei","1994-08-03T00:00:00","1994+01:00",2,31.73,"mg/kg TS"
"34","1","Elm",198000.0,728000.0,200000.0,730000.0,1880.0,"Grasland, extensiv","Kobalt","1994-08-03T00:00:00","1994+01:00",2,6.14,"mg/kg TS"
"52","1","Krummenau",234000.0,740000.0,236000.0,742000.0,1338.0,"Grasland, extensiv","Blei","1994-08-31T00:00:00","1994+01:00",2,65.89,"mg/kg TS"
"52","1","Krummenau",234000.0,740000.0,236000.0,742000.0,1338.0,"Grasland, extensiv","Kobalt","1994-08-31T00:00:00","1994+01:00",2,4.68,"mg/kg TS"
"1","1","Ettenhausen",258000.0,710000.0,260000.0,712000.0,537.0,"Grasland, intensiv","Blei","1994-09-13T00:00:00","1994+01:00",2,23.74,"mg/kg TS"
"40","1","St. Cierges",170000.0,546000.0,172000.0,548000.0,851.0,"Mischwald","Blei","1994-09-20T00:00:00","1994+01:00",2,22.35,"mg/kg TS"
"42","1","Galmwald",196000.0,580000.0,198000.0,582000.0,580.0,"Laubwald","Blei","1994-09-20T00:00:00","1994+01:00",2,13.37,"mg/kg TS"
"40","1","St. Cierges",170000.0,546000.0,172000.0,548000.0,851.0,"Mischwald","Quecksilber","1994-09-20T00:00:00","1994+01:00",2,0.11,"mg/kg TS"
"16","1","Mühlebach",140000.0,654000.0,142000.0,656000.0,1220.0,"Grasland, wenig intensiv","Blei","1994-10-19T00:00:00","1994+01:00",2,18.33,"mg/kg TS"
"16","1","Mühlebach",140000.0,654000.0,142000.0,656000.0,1220.0,"Grasland, wenig intensiv","Kobalt","1994-10-19T00:00:00","1994+01:00",2,7.11,"mg/kg TS"
"32","1","La Brévine",200000.0,532000.0,202000.0,534000.0,1215.0,"Grasland, extensiv","Blei","1994-11-09T00:00:00","1994+01:00",2,41.4,"mg/kg TS"
"32","1","La Brévine",200000.0,532000.0,202000.0,534000.0,1215.0,"Grasland, extensiv","Kobalt","1994-11-09T00:00:00","1994+01:00",2,7.05,"mg/kg TS"
"96","1","Gudo",114000.0,714000.0,116000.0,716000.0,265.0,"Rebbau","Blei","1994-11-22T00:00:00","1994+01:00",2,38.97,"mg/kg TS"
"96","1","Gudo",114000.0,714000.0,116000.0,716000.0,265.0,"Rebbau","Kobalt","1994-11-22T00:00:00","1994+01:00",2,3.99,"mg/kg TS"
"74","1","Mörschwil",258000.0,750000.0,260000.0,752000.0,526.0,"Grasland, intensiv","Blei","2008-02-13T00:00:00","2008+01:00",5,32.88,"mg/kg TS"
"74","1","Mörschwil",258000.0,750000.0,260000.0,752000.0,526.0,"Grasland, intensiv","Kobalt","2008-02-13T00:00:00","2008+01:00",5,6.01,"mg/kg TS"
"78","1","Igis-Landquart",202000.0,762000.0,204000.0,764000.0,532.0,"Ackerbau","Blei","2008-02-13T00:00:00","2008+01:00",5,25.41,"mg/kg TS"
"78","1","Igis-Landquart",202000.0,762000.0,204000.0,764000.0,532.0,"Ackerbau","Quecksilber","2008-02-13T00:00:00","2008+01:00",5,0.06,"mg/kg TS"
"53","1","Gempen",258000.0,616000.0,260000.0,618000.0,626.0,"Ackerbau","Kobalt","2008-02-28T00:00:00","2008+01:00",5,9.53,"mg/kg TS"
"66","1","St. Ursanne",242000.0,578000.0,244000.0,580000.0,540.0,"Laubwald","Kobalt","2008-05-08T00:00:00","2008+01:00",5,5.02,"mg/kg TS"
"88","1","L`Abbaye",162000.0,512000.0,164000.0,514000.0,1358.0,"Nadelwald","Kobalt","2008-05-22T00:00:00","2008+01:00",5,6.68,"mg/kg TS"
"70","1","Disentis",172000.0,708000.0,174000.0,710000.0,1105.0,"Grasland, wenig intensiv","Blei","2008-06-05T00:00:00","2008+01:00",5,31.61,"mg/kg TS"
"70","1","Disentis",172000.0,708000.0,174000.0,710000.0,1105.0,"Grasland, wenig intensiv","Kobalt","2008-06-05T00:00:00","2008+01:00",5,6.89,"mg/kg TS"
"89","1","St. Moritz",150000.0,784000.0,152000.0,786000.0,1825.0,"Schutzstandort","Blei","2008-08-21T00:00:00","2008+01:00",5,31.7,"mg/kg TS"
"89","1","St. Moritz",150000.0,784000.0,152000.0,786000.0,1825.0,"Schutzstandort","Kobalt","2008-08-21T00:00:00","2008+01:00",5,4.73,"mg/kg TS"
"32","1","La Brévine",200000.0,532000.0,202000.0,534000.0,1215.0,"Grasland, extensiv","Blei","1989-04-11T00:00:00","1989+01:00",1,42.58,"mg/kg TS"
"32","1","La Brévine",200000.0,532000.0,202000.0,534000.0,1215.0,"Grasland, extensiv","Kobalt","1989-04-11T00:00:00","1989+01:00",1,7.33,"mg/kg TS"
"22","1","Staffelbach",234000.0,644000.0,236000.0,646000.0,675.0,"Mischwald","Blei","1989-04-19T00:00:00","1989+01:00",1,29.95,"mg/kg TS"
"19","1","Wettingen",258000.0,668000.0,260000.0,670000.0,685.0,"Mischwald","Blei","1989-04-26T00:00:00","1989+01:00",1,35.77,"mg/kg TS"
"19","1","Wettingen",258000.0,668000.0,260000.0,670000.0,685.0,"Mischwald","Kobalt","1989-04-26T00:00:00","1989+01:00",1,13.09,"mg/kg TS"
"96","1","Gudo",114000.0,714000.0,116000.0,716000.0,265.0,"Rebbau","Blei","1989-05-09T00:00:00","1989+01:00",1,48.67,"mg/kg TS"
"96","1","Gudo",114000.0,714000.0,116000.0,716000.0,265.0,"Rebbau","Kobalt","1989-05-09T00:00:00","1989+01:00",1,3.74,"mg/kg TS"
"7","1","Oberstammheim",276000.0,702000.0,278000.0,704000.0,581.0,"Mischwald","Kobalt","1989-05-24T00:00:00","1989+01:00",1,7.28,"mg/kg TS"
"40","1","St. Cierges",170000.0,546000.0,172000.0,548000.0,851.0,"Mischwald","Blei","1989-06-14T00:00:00","1989+01:00",1,22.46,"mg/kg TS"
"43","1","Orbe",176000.0,526000.0,178000.0,528000.0,622.0,"Laubwald","Blei","1989-07-05T00:00:00","1989+01:00",1,14.35,"mg/kg TS"
"43","1","Orbe",176000.0,526000.0,178000.0,528000.0,622.0,"Laubwald","Kobalt","1989-07-05T00:00:00","1989+01:00",1,2.84,"mg/kg TS"
"6","1","Grindelwald",162000.0,638000.0,164000.0,640000.0,1915.0,"Grasland, extensiv","Kobalt","1989-07-26T00:00:00","1989+01:00",1,1.14,"mg/kg TS"
"16","1","Mühlebach",140000.0,654000.0,142000.0,656000.0,1220.0,"Grasland, wenig intensiv","Blei","1989-08-09T00:00:00","1989+01:00",1,18.19,"mg/kg TS"
"16","1","Mühlebach",140000.0,654000.0,142000.0,656000.0,1220.0,"Grasland, wenig intensiv","Kobalt","1989-08-09T00:00:00","1989+01:00",1,7.12,"mg/kg TS"
"34","1","Elm",198000.0,728000.0,200000.0,730000.0,1880.0,"Grasland, extensiv","Blei","1989-09-20T00:00:00","1989+01:00",1,32.77,"mg/kg TS"
"34","1","Elm",198000.0,728000.0,200000.0,730000.0,1880.0,"Grasland, extensiv","Kobalt","1989-09-20T00:00:00","1989+01:00",1,7.64,"mg/kg TS"
"10","1","Gais",248000.0,750000.0,250000.0,752000.0,935.0,"Grasland, wenig intensiv","Blei","1989-09-26T00:00:00","1989+01:00",1,28.08,"mg/kg TS"
"10","1","Gais",248000.0,750000.0,250000.0,752000.0,935.0,"Grasland, wenig intensiv","Kobalt","1989-09-26T00:00:00","1989+01:00",1,3.89,"mg/kg TS"
"46","1","Vallon",190000.0,562000.0,192000.0,564000.0,439.0,"Ackerbau","Blei","1997-09-23T00:00:00","1997+01:00",3,23.89,"mg/kg TS"
"46","1","Vallon",190000.0,562000.0,192000.0,564000.0,439.0,"Ackerbau","Kobalt","1997-09-23T00:00:00","1997+01:00",3,12.5,"mg/kg TS"
"7","1","Oberstammheim",276000.0,702000.0,278000.0,704000.0,581.0,"Mischwald","Blei","2009-03-19T00:00:00","2009+01:00",5,20.77,"mg/kg TS"
"7","1","Oberstammheim",276000.0,702000.0,278000.0,704000.0,581.0,"Mischwald","Kobalt","2009-03-19T00:00:00","2009+01:00",5,7.04,"mg/kg TS"
"40","1","St. Cierges",170000.0,546000.0,172000.0,548000.0,851.0,"Mischwald","Blei","2009-04-01T00:00:00","2009+01:00",5,16.95,"mg/kg TS"
"40","1","St. Cierges",170000.0,546000.0,172000.0,548000.0,851.0,"Mischwald","Kobalt","2009-04-01T00:00:00","2009+01:00",5,4.43,"mg/kg TS"
"99","1","Visp",126000.0,632000.0,128000.0,634000.0,830.0,"Nadelwald","Kobalt","2009-04-02T00:00:00","2009+01:00",5,11.43,"mg/kg TS"
"43","1","Orbe",176000.0,526000.0,178000.0,528000.0,622.0,"Laubwald","Blei","2009-04-02T00:00:00","2009+01:00",5,14.23,"mg/kg TS"
"43","1","Orbe",176000.0,526000.0,178000.0,528000.0,622.0,"Laubwald","Kobalt","2009-04-02T00:00:00","2009+01:00",5,3.76,"mg/kg TS"
"24","1","Niederlenz",250000.0,654000.0,252000.0,656000.0,387.0,"Laubwald","Kobalt","2009-04-15T00:00:00","2009+01:00",5,3.1,"mg/kg TS"
"32","1","La Brévine",200000.0,532000.0,202000.0,534000.0,1215.0,"Grasland, extensiv","Kobalt","2009-05-07T00:00:00","2009+01:00",5,7.4,"mg/kg TS"
"45","1","Alpthal",210000.0,696000.0,212000.0,698000.0,1180.0,"Nadelwald","Blei","2009-06-03T00:00:00","2009+01:00",5,46.89,"mg/kg TS"
"45","1","Alpthal",210000.0,696000.0,212000.0,698000.0,1180.0,"Nadelwald","Quecksilber","2009-06-03T00:00:00","2009+01:00",5,0.12,"mg/kg TS"
"100","1","St. Martin",110000.0,602000.0,112000.0,604000.0,2340.0,"Grasland, extensiv","Blei","2009-06-18T00:00:00","2009+01:00",5,19.38,"mg/kg TS"
"9","1","Binningen",264000.0,610000.0,266000.0,612000.0,324.0,"Ackerbau","Kobalt","2005-04-12T00:00:00","2005+01:00",5,8.57,"mg/kg TS"
"5","1","La Neuveville",214000.0,576000.0,216000.0,578000.0,475.0,"Rebbau","Blei","2005-04-26T00:00:00","2005+01:00",5,26.82,"mg/kg TS"
"5","1","La Neuveville",214000.0,576000.0,216000.0,578000.0,475.0,"Rebbau","Kobalt","2005-04-26T00:00:00","2005+01:00",5,5.18,"mg/kg TS"
"105","1","Neuchâtel",210000.0,564000.0,212000.0,566000.0,1138.0,"Grasland, extensiv","Blei","2005-04-26T00:00:00","2005+01:00",5,26.52,"mg/kg TS"
"105","1","Neuchâtel",210000.0,564000.0,212000.0,566000.0,1138.0,"Grasland, extensiv","Kobalt","2005-04-26T00:00:00","2005+01:00",5,9.34,"mg/kg TS"
"13","1","Wiedlisbach",232000.0,614000.0,234000.0,616000.0,455.0,"Ackerbau","Blei","2005-05-19T00:00:00","2005+01:00",5,29.12,"mg/kg TS"
"13","1","Wiedlisbach",232000.0,614000.0,234000.0,616000.0,455.0,"Ackerbau","Kobalt","2005-05-19T00:00:00","2005+01:00",5,4.31,"mg/kg TS"
"3","1","Payerne",184000.0,562000.0,186000.0,564000.0,488.0,"Ackerbau","Kobalt","2005-05-31T00:00:00","2005+01:00",5,4.65,"mg/kg TS"
"14","1","Dübendorf",248000.0,686000.0,250000.0,688000.0,440.0,"Ackerbau","Blei","2005-07-07T00:00:00","2005+01:00",5,23.95,"mg/kg TS"
"14","1","Dübendorf",248000.0,686000.0,250000.0,688000.0,440.0,"Ackerbau","Kobalt","2005-07-07T00:00:00","2005+01:00",5,6.24,"mg/kg TS"
"4","1","Conthey",116000.0,588000.0,118000.0,590000.0,478.0,"Obstbau","Blei","2005-08-30T00:00:00","2005+01:00",5,17.95,"mg/kg TS"
"4","1","Conthey",116000.0,588000.0,118000.0,590000.0,478.0,"Obstbau","Kobalt","2005-08-30T00:00:00","2005+01:00",5,6.98,"mg/kg TS"
"54","1","Zuzwil",210000.0,602000.0,212000.0,604000.0,557.0,"Ackerbau","Blei","1988-04-18T00:00:00","1988+01:00",1,11.57,"mg/kg TS"
"54","1","Zuzwil",210000.0,602000.0,212000.0,604000.0,557.0,"Ackerbau","Kobalt","1988-04-18T00:00:00","1988+01:00",1,4.36,"mg/kg TS"
"60","1","Entlebuch",208000.0,650000.0,210000.0,652000.0,955.0,"Grasland, intensiv","Blei","1988-06-15T00:00:00","1988+01:00",1,18.95,"mg/kg TS"
"60","1","Entlebuch",208000.0,650000.0,210000.0,652000.0,955.0,"Grasland, intensiv","Kobalt","1988-06-15T00:00:00","1988+01:00",1,1.88,"mg/kg TS"
"66","1","St. Ursanne",242000.0,578000.0,244000.0,580000.0,540.0,"Laubwald","Blei","1988-07-07T00:00:00","1988+01:00",1,25.88,"mg/kg TS"
"66","1","St. Ursanne",242000.0,578000.0,244000.0,580000.0,540.0,"Laubwald","Kobalt","1988-07-07T00:00:00","1988+01:00",1,5.42,"mg/kg TS"
"68","1","Etoy",148000.0,522000.0,150000.0,524000.0,435.0,"Ackerbau","Blei","1988-07-19T00:00:00","1988+01:00",1,18.42,"mg/kg TS"
"68","1","Etoy",148000.0,522000.0,150000.0,524000.0,435.0,"Ackerbau","Kobalt","1988-07-19T00:00:00","1988+01:00",1,7.65,"mg/kg TS"
"71","1","Lohn",168000.0,750000.0,170000.0,752000.0,1818.0,"Grasland, extensiv","Kobalt","1988-07-26T00:00:00","1988+01:00",1,5.54,"mg/kg TS"
"72","1","Bivio",144000.0,770000.0,146000.0,772000.0,2118.0,"Grasland, extensiv","Blei","1988-07-27T00:00:00","1988+01:00",1,24.39,"mg/kg TS"
"72","1","Bivio",144000.0,770000.0,146000.0,772000.0,2118.0,"Grasland, extensiv","Kobalt","1988-07-27T00:00:00","1988+01:00",1,44.61,"mg/kg TS"
"73","1","Alvaneu",172000.0,770000.0,174000.0,772000.0,1560.0,"Nadelwald","Blei","1988-07-28T00:00:00","1988+01:00",1,31.69,"mg/kg TS"
"73","1","Alvaneu",172000.0,770000.0,174000.0,772000.0,1560.0,"Nadelwald","Kobalt","1988-07-28T00:00:00","1988+01:00",1,2.54,"mg/kg TS"
"74","1","Mörschwil",258000.0,750000.0,260000.0,752000.0,526.0,"Grasland, intensiv","Blei","1988-08-04T00:00:00","1988+01:00",1,36.0,"mg/kg TS"
"76","1","Sent",190000.0,822000.0,192000.0,824000.0,1690.0,"Nadelwald","Blei","1988-08-10T00:00:00","1988+01:00",1,17.06,"mg/kg TS"
"76","1","Sent",190000.0,822000.0,192000.0,824000.0,1690.0,"Nadelwald","Kobalt","1988-08-10T00:00:00","1988+01:00",1,8.56,"mg/kg TS"
"77","1","Paspels",178000.0,752000.0,180000.0,754000.0,830.0,"Ackerbau","Blei","1988-08-11T00:00:00","1988+01:00",1,29.59,"mg/kg TS"
"77","1","Paspels",178000.0,752000.0,180000.0,754000.0,830.0,"Ackerbau","Kobalt","1988-08-11T00:00:00","1988+01:00",1,13.51,"mg/kg TS"
"78","1","Igis-Landquart",202000.0,762000.0,204000.0,764000.0,532.0,"Ackerbau","Blei","1988-08-12T00:00:00","1988+01:00",1,25.95,"mg/kg TS"
"78","1","Igis-Landquart",202000.0,762000.0,204000.0,764000.0,532.0,"Ackerbau","Kobalt","1988-08-12T00:00:00","1988+01:00",1,10.13,"mg/kg TS"
"88","1","L`Abbaye",162000.0,512000.0,164000.0,514000.0,1358.0,"Nadelwald","Kobalt","1988-11-02T00:00:00","1988+01:00",1,6.78,"mg/kg TS"
"13","1","Wiedlisbach",232000.0,614000.0,234000.0,616000.0,455.0,"Ackerbau","Blei","1990-02-20T00:00:00","1990+01:00",2,30.52,"mg/kg TS"
"13","1","Wiedlisbach",232000.0,614000.0,234000.0,616000.0,455.0,"Ackerbau","Kobalt","1990-02-20T00:00:00","1990+01:00",2,4.24,"mg/kg TS"
"11","1","La Sarraz",166000.0,528000.0,168000.0,530000.0,515.0,"Ackerbau","Blei","1990-03-06T00:00:00","1990+01:00",2,19.08,"mg/kg TS"
"15","1","Ins",204000.0,574000.0,206000.0,576000.0,433.0,"Ackerbau","Blei","1990-03-06T00:00:00","1990+01:00",2,25.67,"mg/kg TS"
"11","1","La Sarraz",166000.0,528000.0,168000.0,530000.0,515.0,"Ackerbau","Kobalt","1990-03-06T00:00:00","1990+01:00",2,8.31,"mg/kg TS"
"15","1","Ins",204000.0,574000.0,206000.0,576000.0,433.0,"Ackerbau","Kobalt","1990-03-06T00:00:00","1990+01:00",2,4.88,"mg/kg TS"
"14","1","Dübendorf",248000.0,686000.0,250000.0,688000.0,440.0,"Ackerbau","Kobalt","1990-03-13T00:00:00","1990+01:00",2,6.2,"mg/kg TS"
"9","1","Binningen",264000.0,610000.0,266000.0,612000.0,324.0,"Ackerbau","Kobalt","1995-03-01T00:00:00","1995+01:00",3,8.52,"mg/kg TS"
"15","1","Ins",204000.0,574000.0,206000.0,576000.0,433.0,"Ackerbau","Blei","1995-03-22T00:00:00","1995+01:00",3,24.66,"mg/kg TS"
"15","1","Ins",204000.0,574000.0,206000.0,576000.0,433.0,"Ackerbau","Kobalt","1995-03-22T00:00:00","1995+01:00",3,5.38,"mg/kg TS"
"14","1","Dübendorf",248000.0,686000.0,250000.0,688000.0,440.0,"Ackerbau","Blei","1995-04-05T00:00:00","1995+01:00",3,22.76,"mg/kg TS"
"14","1","Dübendorf",248000.0,686000.0,250000.0,688000.0,440.0,"Ackerbau","Kobalt","1995-04-05T00:00:00","1995+01:00",3,6.24,"mg/kg TS"
"3","1","Payerne",184000.0,562000.0,186000.0,564000.0,488.0,"Ackerbau","Blei","1995-04-12T00:00:00","1995+01:00",3,18.32,"mg/kg TS"
"3","1","Payerne",184000.0,562000.0,186000.0,564000.0,488.0,"Ackerbau","Kobalt","1995-04-12T00:00:00","1995+01:00",3,4.6,"mg/kg TS"
"20","1","Roggwil",262000.0,746000.0,264000.0,748000.0,460.0,"Obstbau","Blei","2001-06-27T00:00:00","2001+01:00",4,23.44,"mg/kg TS"
"20","1","Roggwil",262000.0,746000.0,264000.0,748000.0,460.0,"Obstbau","Kobalt","2001-06-27T00:00:00","2001+01:00",4,5.84,"mg/kg TS"
"21","1","Köniz",196000.0,598000.0,198000.0,600000.0,565.0,"Ackerbau","Blei","2001-08-15T00:00:00","2001+01:00",4,21.91,"mg/kg TS"
"21","1","Köniz",196000.0,598000.0,198000.0,600000.0,565.0,"Ackerbau","Kobalt","2001-08-15T00:00:00","2001+01:00",4,4.74,"mg/kg TS"
"28","1","Leuggern",268000.0,656000.0,270000.0,658000.0,465.0,"Ackerbau","Kobalt","2001-08-20T00:00:00","2001+01:00",4,4.93,"mg/kg TS"
"38","1","Koppigen",218000.0,612000.0,220000.0,614000.0,478.0,"Ackerbau","Blei","2001-10-09T00:00:00","2001+01:00",4,20.32,"mg/kg TS"
"38","1","Koppigen",218000.0,612000.0,220000.0,614000.0,478.0,"Ackerbau","Kobalt","2001-10-09T00:00:00","2001+01:00",4,5.23,"mg/kg TS"
"36","1","Hochdorf",222000.0,664000.0,224000.0,666000.0,500.0,"Ackerbau","Blei","1996-03-06T00:00:00","1996+01:00",3,27.87,"mg/kg TS"
"23","1","Möhlin",268000.0,632000.0,270000.0,634000.0,343.0,"Ackerbau","Blei","1996-03-20T00:00:00","1996+01:00",3,15.97,"mg/kg TS"
"23","1","Möhlin",268000.0,632000.0,270000.0,634000.0,343.0,"Ackerbau","Kobalt","1996-03-20T00:00:00","1996+01:00",3,6.1,"mg/kg TS"
"31","1","Coffrane",206000.0,556000.0,208000.0,558000.0,770.0,"Ackerbau","Kobalt","1996-04-10T00:00:00","1996+01:00",3,5.69,"mg/kg TS"
"20","1","Roggwil",262000.0,746000.0,264000.0,748000.0,460.0,"Obstbau","Blei","1996-04-17T00:00:00","1996+01:00",3,23.77,"mg/kg TS"
"20","1","Roggwil",262000.0,746000.0,264000.0,748000.0,460.0,"Obstbau","Kobalt","1996-04-17T00:00:00","1996+01:00",3,5.71,"mg/kg TS"
"17","1","Niedermuhlern",188000.0,600000.0,190000.0,602000.0,945.0,"Ackerbau","Kobalt","1996-04-24T00:00:00","1996+01:00",3,4.5,"mg/kg TS"
"49","1","Unterschächen",190000.0,700000.0,192000.0,702000.0,1100.0,"Grasland, wenig intensiv","Blei","2004-04-14T00:00:00","2004+01:00",4,30.8,"mg/kg TS"
"49","1","Unterschächen",190000.0,700000.0,192000.0,702000.0,1100.0,"Grasland, wenig intensiv","Kobalt","2004-04-14T00:00:00","2004+01:00",4,8.06,"mg/kg TS"
"37","1","Ependes",178000.0,576000.0,180000.0,578000.0,735.0,"Grasland, wenig intensiv","Blei","2004-06-09T00:00:00","2004+01:00",4,19.86,"mg/kg TS"
"99","1","Visp",126000.0,632000.0,128000.0,634000.0,830.0,"Nadelwald","Blei","2004-06-10T00:00:00","2004+01:00",4,25.31,"mg/kg TS"
"99","1","Visp",126000.0,632000.0,128000.0,634000.0,830.0,"Nadelwald","Kobalt","2004-06-10T00:00:00","2004+01:00",4,11.37,"mg/kg TS"
"45","1","Alpthal",210000.0,696000.0,212000.0,698000.0,1180.0,"Nadelwald","Blei","2004-06-17T00:00:00","2004+01:00",4,45.64,"mg/kg TS"
"45","1","Alpthal",210000.0,696000.0,212000.0,698000.0,1180.0,"Nadelwald","Quecksilber","2004-06-17T00:00:00","2004+01:00",4,0.12,"mg/kg TS"
"45","1","Alpthal",210000.0,696000.0,212000.0,698000.0,1180.0,"Nadelwald","Kobalt","2004-06-17T00:00:00","2004+01:00",4,4.72,"mg/kg TS"
"8","1","Rothenfluh",258000.0,636000.0,260000.0,638000.0,695.0,"Laubwald","Blei","2004-08-19T00:00:00","2004+01:00",4,41.15,"mg/kg TS"
"8","1","Rothenfluh",258000.0,636000.0,260000.0,638000.0,695.0,"Laubwald","Kobalt","2004-08-19T00:00:00","2004+01:00",4,11.59,"mg/kg TS"
"43","1","Orbe",176000.0,526000.0,178000.0,528000.0,622.0,"Laubwald","Blei","2004-09-21T00:00:00","2004+01:00",4,14.76,"mg/kg TS"
"43","1","Orbe",176000.0,526000.0,178000.0,528000.0,622.0,"Laubwald","Kobalt","2004-09-21T00:00:00","2004+01:00",4,3.79,"mg/kg TS"
"12","1","Aristau",238000.0,670000.0,240000.0,672000.0,380.0,"Schutzstandort","Blei","2004-09-23T00:00:00","2004+01:00",4,26.22,"mg/kg TS"
"51","1","Wartau",218000.0,756000.0,220000.0,758000.0,464.0,"Gemüsebau","Kobalt","1992-10-20T00:00:00","1992+01:00",2,9.19,"mg/kg TS"
"39","1","Kiesen",186000.0,610000.0,188000.0,612000.0,534.0,"Ackerbau","Blei","2007-03-20T00:00:00","2007+01:00",5,27.47,"mg/kg TS"
"39","1","Kiesen",186000.0,610000.0,188000.0,612000.0,534.0,"Ackerbau","Kobalt","2007-03-20T00:00:00","2007+01:00",5,6.56,"mg/kg TS"
"44","1","Hendschiken",248000.0,658000.0,250000.0,660000.0,417.0,"Ackerbau","Blei","2007-03-21T00:00:00","2007+01:00",5,19.89,"mg/kg TS"
"29","1","Eschenbach",218000.0,666000.0,220000.0,668000.0,450.0,"Ackerbau","Blei","1986-09-03T00:00:00","1986+01:00",1,31.28,"mg/kg TS"
"51","1","Wartau",218000.0,756000.0,220000.0,758000.0,464.0,"Gemüsebau","Kobalt","2002-08-14T00:00:00","2002+01:00",4,8.64,"mg/kg TS"
"46","1","Vallon",190000.0,562000.0,192000.0,564000.0,439.0,"Ackerbau","Blei","2002-09-24T00:00:00","2002+01:00",4,24.03,"mg/kg TS"
"46","1","Vallon",190000.0,562000.0,192000.0,564000.0,439.0,"Ackerbau","Kobalt","2002-09-24T00:00:00","2002+01:00",4,12.56,"mg/kg TS"
"36","1","Hochdorf",222000.0,664000.0,224000.0,666000.0,500.0,"Ackerbau","Quecksilber","2006-03-23T00:00:00","2006+01:00",5,,"mg/kg TS"
"83","1","Wald",238000.0,708000.0,240000.0,710000.0,1040.0,"Nadelwald","Blei","1998-08-28T00:00:00","1998+01:00",3,,"mg/kg TS"
"92","1","Novaggio",98000.0,708000.0,100000.0,710000.0,1080.0,"Laubwald","Blei","1998-08-27T00:00:00","1998+01:00",3,,"mg/kg TS"
"83","1","Wald",238000.0,708000.0,240000.0,710000.0,1040.0,"Nadelwald","Kobalt","1998-08-28T00:00:00","1998+01:00",3,,"mg/kg TS"
"5","1","La Neuveville",214000.0,576000.0,216000.0,578000.0,475.0,"Rebbau","Kobalt","1985-08-06T00:00:00","1985+01:00",1,,"mg/kg TS"
"5","1","La Neuveville",214000.0,576000.0,216000.0,578000.0,475.0,"Rebbau","Blei","1985-08-06T00:00:00","1985+01:00",1,,"mg/kg TS"
"18","1","Langenthal",228000.0,628000.0,230000.0,630000.0,525.0,"Mischwald","Blei","1999-01-07T00:00:00","1999+01:00",3,,"mg/kg TS"
"100","1","St. Martin",110000.0,602000.0,112000.0,604000.0,2340.0,"Grasland, extensiv","Quecksilber","2009-06-18T00:00:00","2009+01:00",5,,"mg/kg TS"
"4","1","Conthey",116000.0,588000.0,118000.0,590000.0,478.0,"Obstbau","Kobalt","1990-05-09T00:00:00","1990+01:00",2,,"mg/kg TS"
"4","1","Conthey",116000.0,588000.0,118000.0,590000.0,478.0,"Obstbau","Blei","1990-05-09T00:00:00","1990+01:00",2,,"mg/kg TS"
"48","1","Oberriet",248000.0,762000.0,250000.0,764000.0,409.0,"Ackerbau","Kobalt","1987-09-23T00:00:00","1987+01:00",1,,"mg/kg TS"
"51","1","Wartau",218000.0,756000.0,220000.0,758000.0,464.0,"Gemüsebau","Kobalt","1987-11-04T00:00:00","1987+01:00",1,,"mg/kg TS"
"33","1","Mollis",218000.0,724000.0,220000.0,726000.0,431.0,"Grasland, intensiv","Blei","1986-09-23T00:00:00","1986+01:00",1,,"mg/kg TS"
"33","1","Mollis",218000.0,724000.0,220000.0,726000.0,431.0,"Grasland, intensiv","Kobalt","1986-09-23T00:00:00","1986+01:00",1,,"mg/kg TS"
"26","1","Avully",112000.0,488000.0,114000.0,490000.0,428.0,"Ackerbau","Chrom","2006-03-15T00:00:00","2006+01:00",5,24.8,"mg/kg TS"
"25","1","Schleitheim",288000.0,680000.0,290000.0,682000.0,545.0,"Ackerbau","Cadmium","2006-03-20T00:00:00","2006+01:00",5,0.33,"mg/kg TS"
"36","1","Hochdorf",222000.0,664000.0,224000.0,666000.0,500.0,"Ackerbau","Chrom","2006-03-23T00:00:00","2006+01:00",5,28.78,"mg/kg TS"
